Iteration, Objective function, Best objective function, Parameters, Time elapsed (s)
931 2052.860 1106.374 [0.794 0.010 1.643 0.108 0.001 0.017] 117099.163464 
932 1107.389 1106.374 [1.887 0.103 1.456 0.630 0.130 0.118] 117354.041006 
933 1123.352 1106.374 [2.060 0.085 1.904 0.417 0.172 0.108] 117614.703263 
934 1244.192 1106.374 [1.452 0.372 0.547 1.111 0.156 0.183] 117958.099627 
935 1104.869 1104.869 [1.865 0.100 1.272 0.763 0.084 0.123] 118350.222230 
936 1123.755 1104.869 [1.733 0.089 1.493 0.526 0.133 0.108] 118654.907884 
937 1104.675 1104.675 [2.074 0.100 1.433 0.737 0.089 0.121] 118886.571144 
938 1123.392 1104.675 [2.102 0.068 2.542 0.588 0.068 0.105] 119132.134409 
939 1123.987 1104.675 [2.033 0.060 3.507 0.418 0.123 0.088] 119386.590117 
940 1160.334 1104.675 [1.925 0.117 1.723 0.358 0.324 0.106] 119718.645281 
941 5907.101 1104.675 [100.000 0.010 0.021 0.090 0.020 0.001] 120049.372282 
942 1356.846 1104.675 [5.328 0.023 31.154 0.455 0.000 0.071] 120317.472082 
943 7757.836 1104.675 [0.010 6.652 100.000 10.000 3.000 0.002] 120595.536832 
944 1146.096 1104.675 [2.043 0.242 0.507 1.363 0.000 0.170] 120916.254434 
945 1102.252 1102.252 [1.875 0.099 1.341 0.824 0.089 0.116] 121191.465059 
946 1348.824 1102.252 [4.938 0.020 100.000 0.033 0.002 0.060] 121567.155194 
947 1104.080 1102.252 [2.118 0.060 2.457 0.635 0.116 0.092] 121897.011727 
948 2893.956 1102.252 [100.000 100.000 0.039 10.000 0.058 0.091] 122227.822045 
949 2089.916 1102.252 [1.606 23.511 0.038 0.524 0.001 0.055] 122534.573950 
950 1543.948 1102.252 [12.825 0.032 100.000 0.024 0.008 0.074] 122877.438299 
951 1111.706 1102.252 [2.157 0.066 2.434 0.545 0.117 0.093] 123238.158605 
952 1976.995 1102.252 [100.000 0.010 100.000 0.010 0.031 0.021] 123578.447466 
953 1568.871 1102.252 [2.614 4.051 0.708 0.629 3.000 0.593] 123901.230089 
954 1094.619 1094.619 [1.974 0.075 1.759 0.771 0.104 0.107] 124214.401484 
955 1139.448 1094.619 [2.162 0.039 6.539 0.528 0.083 0.076] 124520.226220 
956 1184.269 1094.619 [2.798 0.047 6.088 0.358 0.131 0.087] 124841.321931 
957 1173.630 1094.619 [1.834 0.225 0.831 1.153 0.045 0.184] 125097.441331 
958 1150.274 1094.619 [1.954 0.032 5.454 0.464 0.133 0.060] 125443.159699 
959 1211.979 1094.619 [2.220 0.026 12.650 0.366 0.083 0.053] 125728.996536 
960 1107.583 1094.619 [1.813 0.059 2.318 0.817 0.082 0.094] 125958.396740 
961 1209.451 1094.619 [1.584 0.027 6.094 0.542 0.065 0.060] 126253.553604 
962 1098.494 1094.619 [1.850 0.071 2.415 0.704 0.143 0.101] 126573.422017 
963 1270.823 1094.619 [2.076 0.159 0.770 0.029 0.257 0.106] 126926.628733 
964 2053.516 1094.619 [1.960 0.010 100.000 0.987 0.115 0.019] 127286.433964 
965 1513.673 1094.619 [1.671 0.725 0.673 0.544 1.154 0.196] 127582.013572 
966 1341.501 1094.619 [1.630 0.021 12.481 0.977 0.100 0.043] 127905.430407 
967 1540.181 1094.619 [3.547 0.010 19.864 0.612 0.127 0.031] 128246.882164 
968 1765.059 1094.619 [5.269 0.020 100.000 0.559 0.268 0.048] 128452.100333 
969 3660.299 1094.619 [1.382 0.068 100.000 0.858 0.225 0.054] 128726.053703 
970 1942.824 1094.619 [6.696 0.010 100.000 0.259 0.212 0.025] 129123.332884 
971 1298.239 1094.619 [3.053 0.015 48.137 0.488 0.084 0.049] 129401.813001 
972 1103.576 1094.619 [1.913 0.046 4.407 0.664 0.139 0.082] 129726.874512 
973 1730.402 1094.619 [1.314 12.354 0.085 0.045 0.002 0.108] 130061.595340 
974 4119.773 1094.619 [0.666 100.000 0.090 0.010 0.002 0.048] 130409.791654 
975 1613.611 1094.619 [1.743 3.056 0.115 0.062 0.009 0.096] 130694.607800 
976 1138.692 1094.619 [2.232 0.028 12.927 0.578 0.186 0.063] 131031.666049 
977 1082.464 1082.464 [1.939 0.089 1.460 0.768 0.185 0.112] 131274.596719 
978 1490.288 1082.464 [51.119 0.022 7.274 0.034 0.000 0.049] 131556.640078 
979 1083.580 1082.464 [1.927 0.062 2.199 0.636 0.243 0.089] 131845.454728 
980 1085.239 1082.464 [1.871 0.121 0.926 1.019 0.183 0.127] 132098.051099 
981 1139.459 1082.464 [1.804 0.072 1.973 1.065 0.033 0.117] 132391.208905 
982 1092.803 1082.464 [2.031 0.051 3.737 0.557 0.246 0.082] 132722.796318 
983 5250.816 1082.464 [0.115 0.010 0.493 0.010 0.000 0.003] 133011.862366 
984 2055.146 1082.464 [0.836 2.906 0.058 0.205 0.006 0.057] 133339.613483 
985 1082.463 1082.463 [1.945 0.106 1.116 0.986 0.152 0.127] 133641.379697 
986 1453.258 1082.463 [36.604 0.020 11.412 0.476 0.006 0.049] 133877.665244 
987 1107.818 1082.463 [2.057 0.035 5.204 0.778 0.238 0.070] 134139.789906 
988 1152.748 1082.463 [2.303 0.037 7.061 0.642 0.206 0.068] 134449.558254 
989 1085.343 1082.463 [1.834 0.047 3.152 0.707 0.220 0.084] 134863.359299 
990 1120.038 1082.463 [2.051 0.148 0.627 1.415 0.119 0.142] 135221.505973 
991 1163.280 1082.463 [2.688 0.074 2.215 0.783 0.016 0.120] 135583.577297 
992 2154.614 1082.463 [0.020 0.010 0.021 10.000 0.561 0.003] 135913.755409 
993 1072.066 1072.066 [1.932 0.067 2.279 0.776 0.269 0.103] 136256.050031 
994 1077.316 1072.066 [1.784 0.088 1.539 0.871 0.302 0.112] 136589.492343 
995 1204.169 1072.066 [1.913 0.019 14.895 0.740 0.361 0.045] 136907.018060 
996 1096.614 1072.066 [1.695 0.051 3.424 0.801 0.380 0.083] 137150.922975 
997 1876.617 1072.066 [0.033 0.044 0.010 10.000 0.441 0.004] 137372.480219 
998 5046.841 1072.066 [0.045 0.010 0.010 10.000 0.114 0.003] 137602.569629 
999 1702.865 1072.066 [1.420 0.010 3.216 1.483 0.622 0.026] 137907.992870 
1000 1927.422 1072.066 [0.040 0.028 0.020 10.000 1.161 0.005] 138230.948809 
1001 4362.099 1072.066 [0.010 0.148 0.010 10.000 0.303 0.002] 138507.388277 
1002 1995.797 1072.066 [0.501 0.010 0.200 2.673 3.000 0.012] 138849.040496 
1003 1165.327 1072.066 [2.051 0.029 4.687 0.645 0.439 0.062] 139146.127606 
1004 1849.547 1072.066 [0.091 0.154 0.012 10.000 0.589 0.013] 139491.183118 
1005 1122.386 1072.066 [1.646 0.029 6.931 0.726 0.275 0.063] 139795.257020 
1006 2737.090 1072.066 [0.979 0.010 0.482 10.000 3.000 0.050] 140079.593074 
1007 1484.764 1072.066 [0.993 0.045 0.856 0.530 0.000 0.050] 140396.664629 
1008 1074.181 1072.066 [1.843 0.063 1.945 0.964 0.295 0.095] 140668.698517 
1009 1159.848 1072.066 [1.824 0.025 6.999 1.264 0.459 0.062] 141009.365531 
1010 1746.501 1072.066 [2.130 2.780 0.082 0.062 0.002 0.076] 141383.171220 
1011 1634.271 1072.066 [3.111 3.358 0.319 0.611 0.000 0.384] 141710.158738 
1012 9322.854 1072.066 [0.300 100.000 100.000 0.010 0.000 0.019] 141966.308634 
1013 2936.177 1072.066 [0.075 0.292 0.010 0.010 3.000 0.004] 142286.112485 
1014 1517.491 1072.066 [2.704 0.010 35.082 1.136 0.383 0.043] 142623.719501 
1015 1863.675 1072.066 [0.110 0.492 0.010 0.142 3.000 0.010] 142980.353003 
1016 3639.674 1072.066 [0.105 2.486 0.010 0.025 3.000 0.005] 143439.138940 
1017 2357.735 1072.066 [1.133 0.010 10.142 2.776 3.000 0.017] 143786.820706 
1018 1967.267 1072.066 [0.115 0.520 0.010 0.054 0.587 0.009] 144129.391376 
1019 1818.542 1072.066 [0.225 0.384 0.023 0.047 1.773 0.018] 144481.320979 
1020 4110.606 1072.066 [0.329 0.729 0.025 0.010 0.169 0.019] 144757.200055 
1021 1931.006 1072.066 [0.102 0.385 0.010 0.508 0.763 0.011] 145118.804255 
1022 1783.375 1072.066 [0.458 0.292 0.056 0.211 3.000 0.030] 145494.511858 
1023 1379.111 1072.066 [1.520 0.034 3.070 1.475 1.198 0.056] 145757.690115 
1024 1829.790 1072.066 [0.020 0.010 0.010 1.210 1.338 0.002] 146018.854977 
1025 1883.788 1072.066 [0.059 0.148 0.010 0.100 1.363 0.007] 146404.542309 
1026 2016.668 1072.066 [0.030 0.038 0.010 2.075 0.675 0.005] 146744.953744 
1027 2988.526 1072.066 [0.061 0.625 0.010 0.058 1.599 0.014] 147054.860525 
1028 3871.530 1072.066 [0.572 0.010 5.755 10.000 1.034 0.012] 147350.755523 
1029 2531.957 1072.066 [1.965 0.010 0.606 0.305 3.000 0.016] 147552.753916 
1030 2742.377 1072.066 [0.757 0.323 0.026 0.122 0.042 0.018] 147883.049997 
1031 2050.226 1072.066 [0.188 0.233 0.010 0.058 1.386 0.009] 148253.706341 
1032 1346.099 1072.066 [2.481 0.411 0.355 2.093 0.120 0.207] 148602.299619 
1033 2773.516 1072.066 [0.010 0.010 0.010 2.536 3.000 0.002] 148966.477678 
1034 3168.506 1072.066 [0.307 1.267 0.023 0.153 0.428 0.020] 149302.196352 
1035 2907.158 1072.066 [0.105 0.364 0.017 0.061 1.669 0.006] 149716.889324 
1036 4220.962 1072.066 [0.089 0.162 0.010 0.113 0.191 0.008] 150077.349373 
1037 2221.504 1072.066 [0.062 0.191 0.010 0.780 3.000 0.010] 150381.649313 
1038 2036.961 1072.066 [3.276 0.097 0.091 0.053 0.033 0.029] 150660.813073 
1039 1912.411 1072.066 [0.177 2.007 0.010 5.275 1.384 0.016] 150951.814780 
1040 3910.181 1072.066 [0.261 9.802 0.010 2.696 0.325 0.015] 151273.006216 
1041 1074.148 1072.066 [1.969 0.066 1.958 0.803 0.370 0.097] 151626.287872 
1042 1847.636 1072.066 [0.033 0.017 0.010 0.174 3.000 0.003] 151951.245471 
1043 2318.620 1072.066 [0.109 0.010 0.010 0.010 3.000 0.002] 152383.510207 
1044 1747.609 1072.066 [2.001 0.667 0.093 0.124 0.010 0.062] 152657.667425 
1045 2237.968 1072.066 [0.605 0.157 0.032 0.010 3.000 0.020] 153020.795182 
1046 5360.700 1072.066 [0.822 0.133 0.511 10.000 3.000 0.299] 153337.533464 
1047 7785.520 1072.066 [0.739 0.010 100.000 3.045 3.000 0.004] 153690.249761 
1048 2154.459 1072.066 [0.786 0.181 0.058 0.043 1.769 0.032] 154005.338074 
1049 1389.241 1072.066 [1.285 0.014 29.686 0.714 0.026 0.042] 154285.338772 
1050 1074.290 1072.066 [1.912 0.071 1.920 0.823 0.301 0.099] 154568.908038 
1051 3107.354 1072.066 [3.680 0.010 0.132 0.098 0.002 0.005] 154797.995388 
1052 1551.565 1072.066 [3.358 0.685 1.141 0.273 3.000 0.214] 155049.599326 
1053 1072.500 1072.066 [1.954 0.082 1.304 0.975 0.272 0.113] 155348.736056 
1054 1072.212 1072.066 [1.936 0.056 2.478 0.822 0.319 0.095] 155670.174177 
1055 1945.012 1072.066 [100.000 0.031 100.000 0.010 0.012 0.054] 155941.658507 
1056 10680.980 1072.066 [0.010 100.000 7.985 3.252 3.000 0.004] 156253.299606 
1057 1135.617 1072.066 [2.313 0.035 8.642 0.770 0.622 0.078] 156582.237563 
1058 1439.333 1072.066 [2.681 0.017 9.929 1.108 1.084 0.047] 157039.900309 
1059 6316.699 1072.066 [0.446 0.010 0.222 10.000 0.000 0.002] 157426.364647 
1060 1399.007 1072.066 [1.338 0.014 100.000 0.037 0.000 0.044] 157796.973436 
1061 1329.899 1072.066 [3.320 0.024 22.068 0.405 0.331 0.066] 158232.594737 
1062 1069.643 1069.643 [1.852 0.069 1.693 0.900 0.276 0.105] 158628.620314 
1063 1086.085 1069.643 [2.039 0.041 5.558 0.784 0.388 0.085] 158933.318623 
1064 1072.389 1069.643 [1.872 0.080 1.498 1.045 0.227 0.115] 159225.395097 
1065 1401.943 1069.643 [2.563 0.040 31.189 0.681 0.000 0.105] 159625.204240 
1066 1513.070 1069.643 [3.137 0.010 100.000 0.447 0.026 0.043] 159971.911513 
1067 1105.097 1069.643 [1.750 0.089 1.030 0.777 0.376 0.096] 160354.517087 
1068 1103.968 1069.643 [2.231 0.064 3.442 0.622 0.626 0.100] 160704.062214 
1069 1113.193 1069.643 [2.204 0.113 1.451 0.662 0.625 0.124] 161090.652283 
1070 1416.741 1069.643 [1.937 0.013 100.000 0.010 0.000 0.043] 161412.289089 
1071 2283.153 1069.643 [1.423 100.000 0.136 1.048 0.000 0.554] 161737.753698 
1072 1081.349 1069.643 [1.788 0.076 1.178 1.079 0.195 0.104] 162023.909548 
1073 1807.191 1069.643 [2.064 13.053 0.054 0.210 0.005 0.084] 162376.872043 
1074 2282.396 1069.643 [0.119 0.843 0.010 10.000 0.618 0.008] 162704.108057 
1075 1315.017 1069.643 [2.841 0.198 2.226 0.303 0.792 0.180] 162967.413242 
1076 1078.584 1069.643 [2.030 0.065 2.618 0.883 0.481 0.105] 163355.952035 
1077 1235.084 1069.643 [1.787 1.019 0.348 1.564 0.011 0.277] 163710.952724 
1078 1128.347 1069.643 [1.936 0.071 1.005 1.511 0.079 0.110] 164057.699478 
1079 2606.642 1069.643 [1.803 26.780 0.098 0.374 0.000 0.284] 164334.723113 
1080 10452.876 1069.643 [0.540 100.000 100.000 0.010 3.000 0.016] 164716.527056 
1081 2834.737 1069.643 [1.685 4.445 0.046 0.230 0.000 0.033] 165039.926792 
1082 1195.455 1069.643 [1.972 0.034 20.292 0.434 0.054 0.081] 165392.575720 
1083 2159.680 1069.643 [0.828 100.000 0.048 0.997 0.000 0.073] 165826.923721 
1084 1083.953 1069.643 [1.895 0.078 2.094 0.723 0.566 0.106] 166265.763435 
1085 1560.484 1069.643 [4.585 1.882 0.546 0.700 3.000 0.437] 166716.402165 
1086 1302.574 1069.643 [1.986 0.023 55.444 0.023 0.000 0.057] 167082.288073 
1087 2786.476 1069.643 [1.192 100.000 0.226 5.788 0.000 0.574] 167419.086997 
1088 2097.641 1069.643 [0.861 100.000 0.209 1.907 0.001 0.476] 167794.854036 
1089 1299.596 1069.643 [2.216 0.119 2.408 0.643 1.356 0.114] 168176.748934 
1090 3681.515 1069.643 [100.000 100.000 0.033 3.072 0.006 0.036] 168578.214953 
1091 1125.467 1069.643 [2.173 0.028 10.269 0.829 0.351 0.070] 168990.799843 
1092 2288.714 1069.643 [7.237 0.053 0.114 0.951 0.000 0.032] 169302.734403 
1093 2606.957 1069.643 [1.518 100.000 0.385 3.290 0.000 3.000] 169586.802972 
1094 2004.230 1069.643 [0.941 100.000 0.064 0.208 0.002 0.107] 169993.234957 
1095 1585.844 1069.643 [2.503 0.010 100.000 0.029 0.000 0.039] 170384.105125 
1096 1889.355 1069.643 [4.762 8.117 0.484 0.818 3.000 1.819] 170739.590370 
1097 2560.684 1069.643 [100.000 0.010 100.000 4.317 0.000 0.046] 171037.190909 
1098 10245.142 1069.643 [0.151 100.000 0.010 0.379 3.000 0.001] 171384.666789 
1099 2187.927 1069.643 [0.313 4.975 0.014 10.000 3.000 0.041] 171772.475066 
1100 2277.761 1069.643 [1.777 0.054 0.102 0.010 0.007 0.019] 172164.325238 
1101 1171.018 1069.643 [2.068 0.118 0.623 1.760 0.041 0.135] 172486.658257 
1102 1660.648 1069.643 [7.145 0.028 100.000 0.135 0.092 0.090] 172749.318021 
1103 1759.827 1069.643 [2.475 0.010 2.660 0.055 0.097 0.020] 173086.877591 
1104 1440.086 1069.643 [1.519 0.010 27.296 0.633 0.135 0.034] 173406.408539 
1105 1522.807 1069.643 [1.975 0.010 100.000 0.010 0.002 0.031] 173697.417538 
1106 1969.275 1069.643 [2.592 100.000 0.300 2.509 0.000 1.282] 174004.194173 
1107 2504.268 1069.643 [2.926 16.742 0.367 3.324 0.000 1.198] 174328.006451 
1108 1346.267 1069.643 [1.565 0.025 100.000 0.019 0.001 0.060] 174742.619916 
1109 1221.775 1069.643 [2.363 0.056 2.241 0.010 0.058 0.066] 175155.375047 
1110 1280.954 1069.643 [2.309 0.028 27.282 0.010 0.003 0.069] 175531.427693 
1111 1901.465 1069.643 [100.000 0.029 100.000 0.010 0.063 0.066] 175952.384557 
1112 1432.933 1069.643 [4.143 0.038 100.000 0.010 0.002 0.093] 176358.681927 
1113 1321.693 1069.643 [3.081 0.097 3.753 0.010 0.087 0.108] 176730.951096 
1114 1439.668 1069.643 [1.499 0.027 1.868 0.061 0.032 0.039] 177097.406176 
1115 1563.272 1069.643 [3.380 0.010 21.130 0.055 0.035 0.030] 177428.091124 
1116 2509.863 1069.643 [100.000 1.022 0.267 0.010 0.000 0.183] 177929.891632 
1117 1073.037 1069.643 [2.000 0.066 2.702 0.720 0.394 0.104] 178305.645037 
1118 1233.689 1069.643 [1.901 0.065 4.293 0.010 0.034 0.081] 178686.927333 
1119 1328.663 1069.643 [3.262 0.031 3.396 0.105 0.000 0.057] 179047.842879 
1120 1281.360 1069.643 [3.352 0.107 1.347 0.010 0.001 0.108] 179396.752045 
1121 1136.171 1069.643 [2.128 0.067 5.970 0.593 0.422 0.114] 179798.870392 
1122 1344.070 1069.643 [3.875 0.050 11.120 0.010 0.001 0.100] 180195.620434 
1123 1277.856 1069.643 [3.278 0.031 26.017 0.216 0.066 0.081] 180643.793452 
1124 1605.316 1069.643 [100.000 0.024 100.000 0.043 0.030 0.063] 181058.899940 
1125 2365.793 1069.643 [0.217 0.042 0.010 0.010 3.000 0.006] 181433.281620 
1126 2705.307 1069.643 [23.553 0.083 100.000 0.031 0.062 0.139] 181800.487137 
1127 1407.558 1069.643 [2.398 0.023 100.000 0.037 0.005 0.079] 182229.620856 
1128 1647.138 1069.643 [100.000 0.059 0.713 0.010 0.024 0.052] 182748.238987 
1129 1829.374 1069.643 [100.000 0.258 0.560 0.010 0.005 0.120] 183200.407167 
1130 1572.563 1069.643 [100.000 0.013 27.111 1.336 0.001 0.044] 183603.622187 
1131 1087.382 1069.643 [1.987 0.131 1.073 0.893 0.331 0.137] 184010.389974 
1132 1128.953 1069.643 [1.795 0.040 9.345 0.482 0.147 0.084] 184421.315435 
1133 3132.615 1069.643 [3.635 0.010 0.063 0.010 0.000 0.005] 184837.463543 
1134 1785.795 1069.643 [100.000 0.169 0.680 0.045 0.015 0.106] 185217.459343 
1135 2560.293 1069.643 [100.000 0.104 0.079 0.010 0.000 0.040] 185594.020398 
1136 1755.014 1069.643 [18.335 0.139 0.291 0.010 0.010 0.075] 186070.231515 
1137 2588.221 1069.643 [100.000 0.073 0.047 0.010 0.011 0.014] 186528.931900 
1138 2263.470 1069.643 [100.000 0.337 0.081 0.010 0.001 0.058] 186873.792502 
1139 2603.119 1069.643 [10.375 0.082 0.043 0.010 0.001 0.019] 187237.165543 
1140 1469.757 1069.643 [1.001 0.038 0.803 1.272 0.000 0.057] 187834.343314 
1141 1926.081 1069.643 [100.000 0.300 0.167 0.010 0.015 0.063] 188195.652118 
1142 3090.941 1069.643 [0.015 0.040 0.010 0.438 1.552 0.002] 188573.459032 
1143 1472.554 1069.643 [5.003 0.025 4.525 0.010 0.080 0.046] 188934.087192 
1144 2392.792 1069.643 [9.056 0.284 0.039 0.010 0.011 0.028] 189298.579007 
1145 2222.216 1069.643 [100.000 1.029 0.186 0.174 0.003 0.139] 189744.083207 
1146 2163.791 1069.643 [9.768 0.213 0.095 0.041 0.000 0.055] 190164.696370 
1147 3031.258 1069.643 [100.000 100.000 0.071 10.000 0.080 0.893] 190486.708812 
1148 2907.720 1069.643 [5.537 0.545 0.010 0.288 0.009 0.009] 190818.871891 
1149 2585.067 1069.643 [100.000 1.110 0.023 0.212 0.004 0.025] 191256.454487 
1150 3227.837 1069.643 [100.000 0.289 0.010 0.010 0.000 0.012] 191652.834380 
1151 3812.181 1069.643 [100.000 0.454 0.010 0.010 0.003 0.006] 192027.753021 
1152 2411.621 1069.643 [2.136 2.286 0.022 0.066 0.011 0.030] 192417.627604 
1153 2503.201 1069.643 [14.305 3.063 0.025 0.735 0.003 0.038] 192865.720585 
1154 1091.602 1069.643 [2.057 0.043 6.813 0.504 0.355 0.084] 193213.325914 
1155 1126.821 1069.643 [2.175 0.066 4.228 0.270 0.353 0.098] 193669.231866 
1156 1952.496 1069.643 [35.208 0.010 100.000 0.010 0.044 0.044] 194083.349776 
1157 3195.896 1069.643 [100.000 0.010 0.029 0.010 0.000 0.006] 194490.340082 
1158 2295.631 1069.643 [100.000 2.942 0.144 0.010 0.002 0.139] 194860.211371 
1159 3043.133 1069.643 [100.000 0.060 0.013 0.064 0.000 0.007] 195313.291262 
1160 3214.486 1069.643 [17.578 0.010 0.010 0.010 0.004 0.002] 195707.343834 
1161 3078.169 1069.643 [4.963 0.081 0.010 0.030 0.005 0.005] 196032.742139 
1162 1494.851 1069.643 [2.337 0.131 4.996 0.010 0.015 0.151] 196414.774556 
1163 2056.391 1069.643 [24.268 1.106 0.099 0.038 0.006 0.086] 196863.507652 
1164 1218.163 1069.643 [1.910 0.049 1.169 1.669 0.013 0.086] 197327.210080 
1165 3227.262 1069.643 [100.000 0.046 0.010 0.010 0.001 0.006] 197642.654180 
1166 1957.901 1069.643 [0.467 0.805 0.092 0.010 3.000 0.043] 198069.917608 
1167 1554.716 1069.643 [2.189 2.595 0.191 0.113 0.055 0.165] 198405.865429 
1168 1797.616 1069.643 [3.222 20.464 0.080 0.041 0.001 0.143] 198817.420049 
1169 1816.738 1069.643 [5.515 1.908 0.259 0.084 0.020 0.196] 199301.960846 
1170 1132.639 1069.643 [1.982 0.042 5.498 0.198 0.200 0.071] 199804.168399 
1171 1147.637 1069.643 [2.220 0.054 8.193 0.249 0.239 0.092] 200140.765130 
1172 1864.820 1069.643 [100.000 0.022 16.467 1.965 0.000 0.062] 200584.732360 
1173 3149.755 1069.643 [17.107 0.045 0.011 0.010 0.000 0.006] 201060.147079 
1174 13628.721 1069.643 [100.000 100.000 0.010 0.010 0.004 0.000] 201513.093883 
1175 1129.205 1069.643 [1.917 0.038 7.254 0.772 0.450 0.072] 201933.479075 
1176 1066.954 1066.954 [1.889 0.067 2.052 0.879 0.347 0.106] 202376.593738 
1177 1199.956 1066.954 [1.770 0.052 2.267 0.028 0.129 0.062] 202769.529208 
1178 1203.746 1066.954 [2.020 0.049 3.820 0.019 0.068 0.066] 203173.361241 
1179 1594.282 1066.954 [1.344 0.698 0.418 0.010 0.479 0.136] 203641.744482 
1180 1923.036 1066.954 [1.691 1.369 0.609 0.022 3.000 0.162] 204043.444791 
1181 1996.253 1066.954 [1.628 3.023 0.468 0.010 0.411 0.193] 204521.880093 
1182 1942.457 1066.954 [1.769 0.906 1.041 0.028 0.627 0.226] 204972.086566 
1183 13211.315 1066.954 [0.010 2.371 100.000 0.829 0.000 0.000] 205453.217426 
1184 1240.187 1066.954 [1.896 0.063 0.933 1.917 0.003 0.099] 205844.919160 
1185 1082.825 1066.954 [1.899 0.049 4.451 0.780 0.610 0.098] 206234.123219 
1186 1662.535 1066.954 [100.000 0.010 15.318 0.890 0.004 0.029] 206617.292923 
1187 2105.201 1066.954 [0.407 0.010 100.000 0.089 0.000 0.035] 206951.587108 
1188 2999.901 1066.954 [18.779 0.434 0.012 0.103 0.001 0.014] 207354.061440 
1189 1501.455 1066.954 [1.579 1.165 0.206 0.021 0.152 0.121] 207726.243384 
1190 1730.022 1066.954 [1.157 1.195 0.224 0.030 1.334 0.107] 208177.477738 
1191 3833.564 1066.954 [100.000 0.010 0.010 0.010 0.052 0.001] 208603.872112 
1192 2983.360 1066.954 [100.000 1.945 0.049 0.010 0.000 0.087] 209056.701908 
1193 1183.050 1066.954 [1.645 0.025 9.558 1.080 0.825 0.068] 209583.944439 
1194 1102.705 1066.954 [2.116 0.054 6.546 0.459 0.751 0.102] 210004.454286 
1195 1653.379 1066.954 [3.635 2.880 0.660 0.185 3.000 0.444] 210488.899308 
1196 1151.189 1066.954 [2.169 0.055 4.484 0.083 0.321 0.079] 211061.607374 
1197 1854.780 1066.954 [7.879 1.268 0.127 0.010 0.001 0.108] 211511.362286 
1198 1759.174 1066.954 [0.074 0.051 0.010 0.131 3.000 0.005] 211956.452784 
1199 1146.490 1066.954 [1.952 0.191 0.547 1.085 0.334 0.127] 212486.640909 
1200 1182.793 1066.954 [2.560 0.047 6.914 0.190 0.504 0.082] 212943.281774 
1201 1383.187 1066.954 [1.223 0.128 0.575 0.187 0.004 0.080] 213287.316968 
1202 1105.161 1066.954 [2.027 0.083 3.268 0.602 0.668 0.134] 213694.845891 
1203 1631.368 1066.954 [11.426 0.015 47.085 1.685 0.000 0.055] 214217.471573 
1204 2150.241 1066.954 [100.000 0.062 0.245 4.813 0.000 0.074] 214579.855046 
1205 1119.223 1066.954 [2.140 0.054 6.491 0.747 1.056 0.111] 214938.490375 
1206 1557.970 1066.954 [2.470 4.443 0.177 0.010 0.026 0.146] 215348.340860 
1207 2336.321 1066.954 [2.200 0.288 0.042 0.054 0.003 0.029] 215713.438956 
1208 1377.147 1066.954 [3.050 0.039 3.883 0.042 0.494 0.062] 216117.372348 
1209 1566.218 1066.954 [2.944 1.543 0.217 0.010 0.074 0.121] 216564.041228 
1210 1802.893 1066.954 [4.480 10.863 0.140 0.010 0.006 0.138] 216955.106916 
1211 1242.607 1066.954 [2.902 0.090 9.092 0.308 1.252 0.147] 217357.824648 
1212 1206.044 1066.954 [2.506 0.098 3.880 0.145 0.878 0.118] 217713.029789 
1213 1363.468 1066.954 [3.165 0.083 7.033 0.068 0.455 0.122] 218162.169705 
1214 1186.111 1066.954 [2.411 0.049 8.059 0.473 2.022 0.093] 218710.921702 
1215 1185.823 1066.954 [2.290 0.045 14.772 0.574 1.384 0.091] 219268.038324 
1216 2711.538 1066.954 [0.074 5.250 0.010 10.000 3.000 0.008] 219745.416815 
1217 2025.747 1066.954 [7.004 0.035 100.000 0.324 3.000 0.100] 220272.532436 
1218 1716.973 1066.954 [3.574 0.080 20.446 0.221 3.000 0.099] 220717.776761 
1219 2482.095 1066.954 [7.895 0.030 100.000 0.096 0.747 0.078] 221272.627747 
1220 1258.888 1066.954 [3.206 0.040 18.313 0.729 3.000 0.113] 221714.469882 
1221 1543.393 1066.954 [3.354 0.019 30.686 0.627 3.000 0.067] 222169.538608 
1222 14536.078 1066.954 [2.539 100.000 4.268 0.010 3.000 3.000] 222624.281659 
1223 1345.187 1066.954 [3.497 0.042 13.825 0.441 1.736 0.117] 223260.502277 
1224 1454.316 1066.954 [2.042 0.038 12.450 1.009 3.000 0.075] 223783.450797 
1225 2603.134 1066.954 [0.132 0.801 0.010 10.000 1.674 0.028] 224221.789134 
1226 2286.297 1066.954 [6.261 4.547 0.300 0.010 0.019 0.294] 224768.735937 
1227 1194.133 1066.954 [1.716 0.038 6.996 0.798 0.025 0.087] 225213.436102 
1228 1672.434 1066.954 [1.608 11.357 0.145 0.037 0.024 0.140] 225773.091876 
1229 2052.155 1066.954 [10.119 0.010 18.172 0.010 0.159 0.022] 226099.819659 
1230 1385.413 1066.954 [1.480 0.018 22.371 0.027 0.003 0.043] 226582.552683 
1231 1356.018 1066.954 [3.145 0.043 58.166 0.823 3.000 0.127] 227337.001036 
1232 1399.891 1066.954 [1.144 0.028 5.931 0.010 0.002 0.047] 227675.747549 
1233 1778.756 1066.954 [4.570 0.017 100.000 1.374 3.000 0.088] 228066.438797 
1234 1634.589 1066.954 [1.782 2.752 0.287 0.024 0.052 0.161] 228592.969111 
1235 1128.707 1066.954 [2.184 0.199 0.691 0.910 0.221 0.153] 229051.567167 
